Parameters: 
   graphfile = /var/tmp/dgleich/data/uk-2007-05-trans
      output = none
         alg = gs
       alpha = 0.99
         tol = 1e-07
       maxit = 10000

nodes = 105896555
edges = -556233648
gs(0.9900,0,0) with tol=1.000000e-07 and maxit= 10000 iterations
   gs : iter =      1 ; delta = 2.000000e+00 ; diff = 1.690013e+00 ; dt =    77.3 sec ; nmult =      1
   gs : iter =     46 ; delta = 2.000000e+00 ; diff = 3.625943e-03 ; dt =  3466.7 sec ; nmult =     46
   gs : iter =     47 ; delta = 2.000000e+00 ; diff = 3.480700e-03 ; dt =  3541.9 sec ; nmult =     47
   gs : iter =     48 ; delta = 2.000000e+00 ; diff = 3.342955e-03 ; dt =  3617.2 sec ; nmult =     48
   gs : iter =     49 ; delta = 2.000000e+00 ; diff = 3.212943e-03 ; dt =  3692.4 sec ; nmult =     49
   gs : iter =     50 ; delta = 2.000000e+00 ; diff = 3.089596e-03 ; dt =  3767.6 sec ; nmult =     50
   gs : iter =     51 ; delta = 2.000000e+00 ; diff = 2.973379e-03 ; dt =  3842.9 sec ; nmult =     51
   gs : iter =     52 ; delta = 2.000000e+00 ; diff = 2.864244e-03 ; dt =  3918.1 sec ; nmult =     52
   gs : iter =     53 ; delta = 2.000000e+00 ; diff = 2.760460e-03 ; dt =  3993.3 sec ; nmult =     53
   gs : iter =     54 ; delta = 2.000000e+00 ; diff = 2.661313e-03 ; dt =  4068.6 sec ; nmult =     54
   gs : iter =     55 ; delta = 2.000000e+00 ; diff = 2.567092e-03 ; dt =  4143.8 sec ; nmult =     55
   gs : iter =     56 ; delta = 2.000000e+00 ; diff = 2.476976e-03 ; dt =  4219.0 sec ; nmult =     56
   gs : iter =     57 ; delta = 2.000000e+00 ; diff = 2.390514e-03 ; dt =  4294.4 sec ; nmult =     57
   gs : iter =     58 ; delta = 2.000000e+00 ; diff = 2.308596e-03 ; dt =  4369.6 sec ; nmult =     58
   gs : iter =     59 ; delta = 2.000000e+00 ; diff = 2.230196e-03 ; dt =  4444.8 sec ; nmult =     59
   gs : iter =     60 ; delta = 2.000000e+00 ; diff = 2.154905e-03 ; dt =  4520.1 sec ; nmult =     60
   gs : iter =     61 ; delta = 2.000000e+00 ; diff = 2.083003e-03 ; dt =  4595.3 sec ; nmult =     61
   gs : iter =     62 ; delta = 2.000000e+00 ; diff = 2.014034e-03 ; dt =  4670.5 sec ; nmult =     62
   gs : iter =     63 ; delta = 2.000000e+00 ; diff = 1.947584e-03 ; dt =  4745.8 sec ; nmult =     63
   gs : iter =     64 ; delta = 2.000000e+00 ; diff = 1.884401e-03 ; dt =  4821.0 sec ; nmult =     64
   gs : iter =     65 ; delta = 2.000000e+00 ; diff = 1.823428e-03 ; dt =  4896.3 sec ; nmult =     65
   gs : iter =     66 ; delta = 2.000000e+00 ; diff = 1.764664e-03 ; dt =  4971.4 sec ; nmult =     66
   gs : iter =     67 ; delta = 2.000000e+00 ; diff = 1.708293e-03 ; dt =  5046.7 sec ; nmult =     67
   gs : iter =     68 ; delta = 2.000000e+00 ; diff = 1.653930e-03 ; dt =  5122.0 sec ; nmult =     68
   gs : iter =     69 ; delta = 2.000000e+00 ; diff = 1.601664e-03 ; dt =  5199.2 sec ; nmult =     69
   gs : iter =     70 ; delta = 2.000000e+00 ; diff = 1.551560e-03 ; dt =  5274.4 sec ; nmult =     70
   gs : iter =     71 ; delta = 2.000000e+00 ; diff = 1.503292e-03 ; dt =  5349.6 sec ; nmult =     71
   gs : iter =     72 ; delta = 2.000000e+00 ; diff = 1.456718e-03 ; dt =  5424.8 sec ; nmult =     72
   gs : iter =     73 ; delta = 2.000000e+00 ; diff = 1.411973e-03 ; dt =  5500.0 sec ; nmult =     73
   gs : iter =     74 ; delta = 2.000000e+00 ; diff = 1.368860e-03 ; dt =  5575.2 sec ; nmult =     74
   gs : iter =     75 ; delta = 2.000000e+00 ; diff = 1.327174e-03 ; dt =  5650.4 sec ; nmult =     75
   gs : iter =     76 ; delta = 2.000000e+00 ; diff = 1.287225e-03 ; dt =  5725.7 sec ; nmult =     76
   gs : iter =     77 ; delta = 2.000000e+00 ; diff = 1.248539e-03 ; dt =  5800.9 sec ; nmult =     77
   gs : iter =     78 ; delta = 2.000000e+00 ; diff = 1.211170e-03 ; dt =  5876.1 sec ; nmult =     78
   gs : iter =     79 ; delta = 2.000000e+00 ; diff = 1.175281e-03 ; dt =  5951.3 sec ; nmult =     79
   gs : iter =     80 ; delta = 2.000000e+00 ; diff = 1.140756e-03 ; dt =  6026.6 sec ; nmult =     80
   gs : iter =     81 ; delta = 2.000000e+00 ; diff = 1.107209e-03 ; dt =  6101.8 sec ; nmult =     81
   gs : iter =     82 ; delta = 2.000000e+00 ; diff = 1.075006e-03 ; dt =  6177.1 sec ; nmult =     82
   gs : iter =     83 ; delta = 2.000000e+00 ; diff = 1.043786e-03 ; dt =  6252.3 sec ; nmult =     83
   gs : iter =     84 ; delta = 2.000000e+00 ; diff = 1.013637e-03 ; dt =  6327.5 sec ; nmult =     84
   gs : iter =     85 ; delta = 2.000000e+00 ; diff = 9.846623e-04 ; dt =  6402.8 sec ; nmult =     85
   gs : iter =     86 ; delta = 2.000000e+00 ; diff = 9.566533e-04 ; dt =  6478.0 sec ; nmult =     86
   gs : iter =     87 ; delta = 2.000000e+00 ; diff = 9.294996e-04 ; dt =  6553.3 sec ; nmult =     87
   gs : iter =     88 ; delta = 2.000000e+00 ; diff = 9.033124e-04 ; dt =  6628.8 sec ; nmult =     88
   gs : iter =     89 ; delta = 2.000000e+00 ; diff = 8.778771e-04 ; dt =  6704.1 sec ; nmult =     89
   gs : iter =     90 ; delta = 2.000000e+00 ; diff = 8.532170e-04 ; dt =  6779.4 sec ; nmult =     90
   gs : iter =     91 ; delta = 2.000000e+00 ; diff = 8.294848e-04 ; dt =  6854.7 sec ; nmult =     91
   gs : iter =     92 ; delta = 2.000000e+00 ; diff = 8.064786e-04 ; dt =  6929.9 sec ; nmult =     92
   gs : iter =     93 ; delta = 2.000000e+00 ; diff = 7.840388e-04 ; dt =  7005.2 sec ; nmult =     93
   gs : iter =     94 ; delta = 2.000000e+00 ; diff = 7.624405e-04 ; dt =  7080.4 sec ; nmult =     94
   gs : iter =     95 ; delta = 2.000000e+00 ; diff = 7.413924e-04 ; dt =  7155.7 sec ; nmult =     95
   gs : iter =     96 ; delta = 2.000000e+00 ; diff = 7.210816e-04 ; dt =  7230.9 sec ; nmult =     96
   gs : iter =     97 ; delta = 2.000000e+00 ; diff = 7.013734e-04 ; dt =  7306.2 sec ; nmult =     97
   gs : iter =     98 ; delta = 2.000000e+00 ; diff = 6.822815e-04 ; dt =  7381.5 sec ; nmult =     98
   gs : iter =     99 ; delta = 2.000000e+00 ; diff = 6.636860e-04 ; dt =  7456.7 sec ; nmult =     99
   gs : iter =    100 ; delta = 2.000000e+00 ; diff = 6.457296e-04 ; dt =  7532.0 sec ; nmult =    100
   gs : iter =    101 ; delta = 2.000000e+00 ; diff = 6.282919e-04 ; dt =  7607.2 sec ; nmult =    101
   gs : iter =    102 ; delta = 2.000000e+00 ; diff = 6.113727e-04 ; dt =  7682.5 sec ; nmult =    102
   gs : iter =    103 ; delta = 2.000000e+00 ; diff = 5.949643e-04 ; dt =  7757.7 sec ; nmult =    103
   gs : iter =    104 ; delta = 2.000000e+00 ; diff = 5.790456e-04 ; dt =  7833.0 sec ; nmult =    104
   gs : iter =    105 ; delta = 2.000000e+00 ; diff = 5.634882e-04 ; dt =  7908.2 sec ; nmult =    105
   gs : iter =    106 ; delta = 2.000000e+00 ; diff = 5.484738e-04 ; dt =  7983.4 sec ; nmult =    106
   gs : iter =    107 ; delta = 2.000000e+00 ; diff = 5.339237e-04 ; dt =  8058.6 sec ; nmult =    107
   gs : iter =    108 ; delta = 2.000000e+00 ; diff = 5.197668e-04 ; dt =  8133.8 sec ; nmult =    108
   gs : iter =    109 ; delta = 2.000000e+00 ; diff = 5.060215e-04 ; dt =  8209.7 sec ; nmult =    109
   gs : iter =    110 ; delta = 2.000000e+00 ; diff = 4.927002e-04 ; dt =  8285.6 sec ; nmult =    110
   gs : iter =    111 ; delta = 2.000000e+00 ; diff = 4.796792e-04 ; dt =  8360.8 sec ; nmult =    111
   gs : iter =    112 ; delta = 2.000000e+00 ; diff = 4.671729e-04 ; dt =  8436.1 sec ; nmult =    112
   gs : iter =    113 ; delta = 2.000000e+00 ; diff = 4.549258e-04 ; dt =  8511.3 sec ; nmult =    113
   gs : iter =    114 ; delta = 2.000000e+00 ; diff = 4.430687e-04 ; dt =  8586.6 sec ; nmult =    114
   gs : iter =    115 ; delta = 2.000000e+00 ; diff = 4.314950e-04 ; dt =  8661.9 sec ; nmult =    115
   gs : iter =    116 ; delta = 2.000000e+00 ; diff = 4.202968e-04 ; dt =  8737.3 sec ; nmult =    116
   gs : iter =    117 ; delta = 2.000000e+00 ; diff = 4.093806e-04 ; dt =  8812.5 sec ; nmult =    117
   gs : iter =    118 ; delta = 2.000000e+00 ; diff = 3.988690e-04 ; dt =  8887.8 sec ; nmult =    118
   gs : iter =    119 ; delta = 2.000000e+00 ; diff = 3.886174e-04 ; dt =  8963.1 sec ; nmult =    119
   gs : iter =    120 ; delta = 2.000000e+00 ; diff = 3.786188e-04 ; dt =  9038.4 sec ; nmult =    120
   gs : iter =    121 ; delta = 2.000000e+00 ; diff = 3.689041e-04 ; dt =  9113.6 sec ; nmult =    121
   gs : iter =    122 ; delta = 2.000000e+00 ; diff = 3.594704e-04 ; dt =  9188.8 sec ; nmult =    122
   gs : iter =    123 ; delta = 2.000000e+00 ; diff = 3.503076e-04 ; dt =  9264.1 sec ; nmult =    123
   gs : iter =    124 ; delta = 2.000000e+00 ; diff = 3.414144e-04 ; dt =  9339.3 sec ; nmult =    124
   gs : iter =    125 ; delta = 2.000000e+00 ; diff = 3.327214e-04 ; dt =  9414.5 sec ; nmult =    125
   gs : iter =    126 ; delta = 2.000000e+00 ; diff = 3.242709e-04 ; dt =  9489.8 sec ; nmult =    126
   gs : iter =    127 ; delta = 2.000000e+00 ; diff = 3.160377e-04 ; dt =  9565.0 sec ; nmult =    127
   gs : iter =    128 ; delta = 2.000000e+00 ; diff = 3.080842e-04 ; dt =  9640.3 sec ; nmult =    128
   gs : iter =    129 ; delta = 2.000000e+00 ; diff = 3.002920e-04 ; dt =  9715.5 sec ; nmult =    129
   gs : iter =    130 ; delta = 2.000000e+00 ; diff = 2.927513e-04 ; dt =  9790.8 sec ; nmult =    130
   gs : iter =    131 ; delta = 2.000000e+00 ; diff = 2.853671e-04 ; dt =  9866.1 sec ; nmult =    131
   gs : iter =    132 ; delta = 2.000000e+00 ; diff = 2.781961e-04 ; dt =  9941.4 sec ; nmult =    132
   gs : iter =    133 ; delta = 2.000000e+00 ; diff = 2.712147e-04 ; dt = 10016.7 sec ; nmult =    133
   gs : iter =    134 ; delta = 2.000000e+00 ; diff = 2.644622e-04 ; dt = 10091.9 sec ; nmult =    134
   gs : iter =    135 ; delta = 2.000000e+00 ; diff = 2.578463e-04 ; dt = 10167.2 sec ; nmult =    135
   gs : iter =    136 ; delta = 2.000000e+00 ; diff = 2.514263e-04 ; dt = 10242.5 sec ; nmult =    136
   gs : iter =    137 ; delta = 2.000000e+00 ; diff = 2.451574e-04 ; dt = 10317.8 sec ; nmult =    137
   gs : iter =    138 ; delta = 2.000000e+00 ; diff = 2.390412e-04 ; dt = 10393.0 sec ; nmult =    138
   gs : iter =    139 ; delta = 2.000000e+00 ; diff = 2.331327e-04 ; dt = 10468.3 sec ; nmult =    139
   gs : iter =    140 ; delta = 2.000000e+00 ; diff = 2.273656e-04 ; dt = 10543.5 sec ; nmult =    140
   gs : iter =    141 ; delta = 2.000000e+00 ; diff = 2.217327e-04 ; dt = 10618.8 sec ; nmult =    141
   gs : iter =    142 ; delta = 2.000000e+00 ; diff = 2.162692e-04 ; dt = 10694.1 sec ; nmult =    142
   gs : iter =    143 ; delta = 2.000000e+00 ; diff = 2.109225e-04 ; dt = 10769.3 sec ; nmult =    143
   gs : iter =    144 ; delta = 2.000000e+00 ; diff = 2.057393e-04 ; dt = 10844.5 sec ; nmult =    144
   gs : iter =    145 ; delta = 2.000000e+00 ; diff = 2.006884e-04 ; dt = 10919.8 sec ; nmult =    145
   gs : iter =    146 ; delta = 2.000000e+00 ; diff = 1.957883e-04 ; dt = 10995.0 sec ; nmult =    146
   gs : iter =    147 ; delta = 2.000000e+00 ; diff = 1.909688e-04 ; dt = 11070.3 sec ; nmult =    147
   gs : iter =    148 ; delta = 2.000000e+00 ; diff = 1.863023e-04 ; dt = 11145.6 sec ; nmult =    148
   gs : iter =    149 ; delta = 2.000000e+00 ; diff = 1.817363e-04 ; dt = 11220.9 sec ; nmult =    149
   gs : iter =    150 ; delta = 2.000000e+00 ; diff = 1.773206e-04 ; dt = 11296.2 sec ; nmult =    150
   gs : iter =    151 ; delta = 2.000000e+00 ; diff = 1.730053e-04 ; dt = 11372.1 sec ; nmult =    151
   gs : iter =    152 ; delta = 2.000000e+00 ; diff = 1.688087e-04 ; dt = 11447.4 sec ; nmult =    152
   gs : iter =    153 ; delta = 2.000000e+00 ; diff = 1.646919e-04 ; dt = 11522.7 sec ; nmult =    153
   gs : iter =    154 ; delta = 2.000000e+00 ; diff = 1.607004e-04 ; dt = 11597.9 sec ; nmult =    154
   gs : iter =    155 ; delta = 2.000000e+00 ; diff = 1.568162e-04 ; dt = 11673.2 sec ; nmult =    155
   gs : iter =    156 ; delta = 2.000000e+00 ; diff = 1.530174e-04 ; dt = 11748.5 sec ; nmult =    156
   gs : iter =    157 ; delta = 2.000000e+00 ; diff = 1.493278e-04 ; dt = 11823.7 sec ; nmult =    157
   gs : iter =    158 ; delta = 2.000000e+00 ; diff = 1.457230e-04 ; dt = 11899.0 sec ; nmult =    158
   gs : iter =    159 ; delta = 2.000000e+00 ; diff = 1.421974e-04 ; dt = 11974.4 sec ; nmult =    159
   gs : iter =    160 ; delta = 2.000000e+00 ; diff = 1.387862e-04 ; dt = 12049.7 sec ; nmult =    160
   gs : iter =    161 ; delta = 2.000000e+00 ; diff = 1.354600e-04 ; dt = 12125.0 sec ; nmult =    161
   gs : iter =    162 ; delta = 2.000000e+00 ; diff = 1.322200e-04 ; dt = 12200.2 sec ; nmult =    162
   gs : iter =    163 ; delta = 2.000000e+00 ; diff = 1.290369e-04 ; dt = 12275.5 sec ; nmult =    163
   gs : iter =    164 ; delta = 2.000000e+00 ; diff = 1.259566e-04 ; dt = 12350.8 sec ; nmult =    164
   gs : iter =    165 ; delta = 2.000000e+00 ; diff = 1.229208e-04 ; dt = 12426.0 sec ; nmult =    165
   gs : iter =    166 ; delta = 2.000000e+00 ; diff = 1.200072e-04 ; dt = 12501.3 sec ; nmult =    166
   gs : iter =    167 ; delta = 2.000000e+00 ; diff = 1.171390e-04 ; dt = 12576.5 sec ; nmult =    167
   gs : iter =    168 ; delta = 2.000000e+00 ; diff = 1.143478e-04 ; dt = 12651.7 sec ; nmult =    168
   gs : iter =    169 ; delta = 2.000000e+00 ; diff = 1.116198e-04 ; dt = 12727.0 sec ; nmult =    169
   gs : iter =    170 ; delta = 2.000000e+00 ; diff = 1.089612e-04 ; dt = 12802.3 sec ; nmult =    170
   gs : iter =    171 ; delta = 2.000000e+00 ; diff = 1.063701e-04 ; dt = 12877.5 sec ; nmult =    171
   gs : iter =    172 ; delta = 2.000000e+00 ; diff = 1.038532e-04 ; dt = 12952.8 sec ; nmult =    172
   gs : iter =    173 ; delta = 2.000000e+00 ; diff = 1.013920e-04 ; dt = 13027.9 sec ; nmult =    173
   gs : iter =    174 ; delta = 2.000000e+00 ; diff = 9.898812e-05 ; dt = 13104.0 sec ; nmult =    174
   gs : iter =    175 ; delta = 2.000000e+00 ; diff = 9.663555e-05 ; dt = 13180.2 sec ; nmult =    175
   gs : iter =    176 ; delta = 2.000000e+00 ; diff = 9.435480e-05 ; dt = 13255.5 sec ; nmult =    176
   gs : iter =    177 ; delta = 2.000000e+00 ; diff = 9.212477e-05 ; dt = 13330.9 sec ; nmult =    177
   gs : iter =    178 ; delta = 2.000000e+00 ; diff = 8.996159e-05 ; dt = 13406.2 sec ; nmult =    178
   gs : iter =    179 ; delta = 2.000000e+00 ; diff = 8.782967e-05 ; dt = 13481.5 sec ; nmult =    179
   gs : iter =    180 ; delta = 2.000000e+00 ; diff = 8.576326e-05 ; dt = 13557.4 sec ; nmult =    180
   gs : iter =    181 ; delta = 2.000000e+00 ; diff = 8.373131e-05 ; dt = 13633.4 sec ; nmult =    181
   gs : iter =    182 ; delta = 2.000000e+00 ; diff = 8.177807e-05 ; dt = 13709.2 sec ; nmult =    182
   gs : iter =    183 ; delta = 2.000000e+00 ; diff = 7.984630e-05 ; dt = 13785.0 sec ; nmult =    183
   gs : iter =    184 ; delta = 2.000000e+00 ; diff = 7.798246e-05 ; dt = 13860.8 sec ; nmult =    184
   gs : iter =    185 ; delta = 2.000000e+00 ; diff = 7.614594e-05 ; dt = 13936.5 sec ; nmult =    185
   gs : iter =    186 ; delta = 2.000000e+00 ; diff = 7.436058e-05 ; dt = 14012.2 sec ; nmult =    186
   gs : iter =    187 ; delta = 2.000000e+00 ; diff = 7.261826e-05 ; dt = 14087.9 sec ; nmult =    187
   gs : iter =    188 ; delta = 2.000000e+00 ; diff = 7.092919e-05 ; dt = 14163.6 sec ; nmult =    188
   gs : iter =    189 ; delta = 2.000000e+00 ; diff = 6.926949e-05 ; dt = 14239.3 sec ; nmult =    189
   gs : iter =    190 ; delta = 2.000000e+00 ; diff = 6.765180e-05 ; dt = 14314.6 sec ; nmult =    190
   gs : iter =    191 ; delta = 2.000000e+00 ; diff = 6.606683e-05 ; dt = 14390.1 sec ; nmult =    191
   gs : iter =    192 ; delta = 2.000000e+00 ; diff = 6.452507e-05 ; dt = 14466.0 sec ; nmult =    192
   gs : iter =    193 ; delta = 2.000000e+00 ; diff = 6.302802e-05 ; dt = 14542.3 sec ; nmult =    193
   gs : iter =    194 ; delta = 2.000000e+00 ; diff = 6.156831e-05 ; dt = 14618.0 sec ; nmult =    194
   gs : iter =    195 ; delta = 2.000000e+00 ; diff = 6.012514e-05 ; dt = 14693.6 sec ; nmult =    195
   gs : iter =    196 ; delta = 2.000000e+00 ; diff = 5.873271e-05 ; dt = 14769.1 sec ; nmult =    196
   gs : iter =    197 ; delta = 2.000000e+00 ; diff = 5.736022e-05 ; dt = 14844.8 sec ; nmult =    197
   gs : iter =    198 ; delta = 2.000000e+00 ; diff = 5.603728e-05 ; dt = 14920.5 sec ; nmult =    198
   gs : iter =    199 ; delta = 2.000000e+00 ; diff = 5.473266e-05 ; dt = 14996.4 sec ; nmult =    199
   gs : iter =    200 ; delta = 2.000000e+00 ; diff = 5.347349e-05 ; dt = 15072.1 sec ; nmult =    200
   gs : iter =    201 ; delta = 2.000000e+00 ; diff = 5.222550e-05 ; dt = 15147.7 sec ; nmult =    201
   gs : iter =    202 ; delta = 2.000000e+00 ; diff = 5.101973e-05 ; dt = 15223.3 sec ; nmult =    202
   gs : iter =    203 ; delta = 2.000000e+00 ; diff = 4.983691e-05 ; dt = 15298.9 sec ; nmult =    203
   gs : iter =    204 ; delta = 2.000000e+00 ; diff = 4.869066e-05 ; dt = 15374.5 sec ; nmult =    204
   gs : iter =    205 ; delta = 2.000000e+00 ; diff = 4.756718e-05 ; dt = 15450.1 sec ; nmult =    205
   gs : iter =    206 ; delta = 2.000000e+00 ; diff = 4.646978e-05 ; dt = 15525.7 sec ; nmult =    206
   gs : iter =    207 ; delta = 2.000000e+00 ; diff = 4.539304e-05 ; dt = 15601.3 sec ; nmult =    207
   gs : iter =    208 ; delta = 2.000000e+00 ; diff = 4.434533e-05 ; dt = 15676.9 sec ; nmult =    208
   gs : iter =    209 ; delta = 2.000000e+00 ; diff = 4.332833e-05 ; dt = 15752.5 sec ; nmult =    209
   gs : iter =    210 ; delta = 2.000000e+00 ; diff = 4.233189e-05 ; dt = 15828.1 sec ; nmult =    210
   gs : iter =    211 ; delta = 2.000000e+00 ; diff = 4.135508e-05 ; dt = 15903.8 sec ; nmult =    211
   gs : iter =    212 ; delta = 2.000000e+00 ; diff = 4.040767e-05 ; dt = 15979.5 sec ; nmult =    212
   gs : iter =    213 ; delta = 2.000000e+00 ; diff = 3.947076e-05 ; dt = 16055.1 sec ; nmult =    213
   gs : iter =    214 ; delta = 2.000000e+00 ; diff = 3.857102e-05 ; dt = 16130.6 sec ; nmult =    214
   gs : iter =    215 ; delta = 2.000000e+00 ; diff = 3.768302e-05 ; dt = 16206.3 sec ; nmult =    215
   gs : iter =    216 ; delta = 2.000000e+00 ; diff = 3.682450e-05 ; dt = 16281.9 sec ; nmult =    216
   gs : iter =    217 ; delta = 2.000000e+00 ; diff = 3.597619e-05 ; dt = 16357.7 sec ; nmult =    217
   gs : iter =    218 ; delta = 2.000000e+00 ; diff = 3.515368e-05 ; dt = 16433.4 sec ; nmult =    218
   gs : iter =    219 ; delta = 2.000000e+00 ; diff = 3.434501e-05 ; dt = 16509.1 sec ; nmult =    219
   gs : iter =    220 ; delta = 2.000000e+00 ; diff = 3.356586e-05 ; dt = 16584.9 sec ; nmult =    220
   gs : iter =    221 ; delta = 2.000000e+00 ; diff = 3.279991e-05 ; dt = 16660.6 sec ; nmult =    221
   gs : iter =    222 ; delta = 2.000000e+00 ; diff = 3.204953e-05 ; dt = 16736.2 sec ; nmult =    222
   gs : iter =    223 ; delta = 2.000000e+00 ; diff = 3.131502e-05 ; dt = 16811.9 sec ; nmult =    223
   gs : iter =    224 ; delta = 2.000000e+00 ; diff = 3.060077e-05 ; dt = 16887.5 sec ; nmult =    224
   gs : iter =    225 ; delta = 2.000000e+00 ; diff = 2.990583e-05 ; dt = 16963.0 sec ; nmult =    225
   gs : iter =    226 ; delta = 2.000000e+00 ; diff = 2.922396e-05 ; dt = 17038.6 sec ; nmult =    226
   gs : iter =    227 ; delta = 2.000000e+00 ; diff = 2.855865e-05 ; dt = 17114.2 sec ; nmult =    227
   gs : iter =    228 ; delta = 2.000000e+00 ; diff = 2.790725e-05 ; dt = 17189.9 sec ; nmult =    228
